"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"1",0,Inf,0.998,0.794,0,"DMSO_1","ENSG00000130513"
"2",0,Inf,1,1,0,"DMSO_1","ENSG00000137818"
"3",0,Inf,1,1,0,"DMSO_1","ENSG00000140988"
"4",0,Inf,1,1,0,"DMSO_1","ENSG00000156508"
"5",0,Inf,1,1,0,"DMSO_1","ENSG00000198886"
"6",0,Inf,1,1,0,"DMSO_1","ENSG00000229117"
"7",0,Inf,1,1,0,"DMSO_1","ENSG00000231500"
"8",2.2514050199543e-277,Inf,0.986,0.85,4.15204113779972e-273,"DMSO_1","ENSG00000125148"
"9",0,881.520369328936,1,0.994,0,"DMSO_1","ENSG00000245532"
"10",0,528.037271269031,0.947,0.538,0,"DMSO_1","ENSG00000187193"
"11",0,439.922301801936,1,1,0,"DMSO_1","ENSG00000142541"
"12",1.41587057227633e-57,422.746902849633,1,1,2.611148509392e-53,"DMSO_1","ENSG00000111640"
"13",0,414.090757922249,1,1,0,"DMSO_1","ENSG00000148303"
"14",0,385.505727662884,1,1,0,"DMSO_1","ENSG00000142937"
"15",0,372.252601739443,1,1,0,"DMSO_1","ENSG00000186468"
"16",0,366.481821414224,1,1,0,"DMSO_1","ENSG00000144713"
"17",0,353.567662927995,1,1,0,"DMSO_1","ENSG00000138326"
"18",0,353.497566207904,1,1,0,"DMSO_1","ENSG00000137154"
"19",0,347.719914191053,1,1,0,"DMSO_1","ENSG00000164587"
"20",0,340.244468557837,1,1,0,"DMSO_1","ENSG00000105640"
"21",0,334.133798442015,0.733,0,0,"DMSO_1","ENSG00000142515"
"22",0,329.401769506731,1,1,0,"DMSO_1","ENSG00000105193"
"23",0,327.712170622983,1,1,0,"DMSO_1","ENSG00000133112"
"24",0,323.200725951215,1,1,0,"DMSO_1","ENSG00000147403"
"25",0,298.665457648188,1,1,0,"DMSO_1","ENSG00000177600"
"26",0,284.246880420961,1,1,0,"DMSO_1","ENSG00000109475"
"27",0,283.452599956315,1,1,0,"DMSO_1","ENSG00000115268"
"28",0,282.807067470977,1,1,0,"DMSO_1","ENSG00000233927"
"29",3.06156010135837e-133,278.477424070716,0.991,0.899,5.64612913892511e-129,"DMSO_1","ENSG00000197061"
"30",0,275.408881993413,1,1,0,"DMSO_1","ENSG00000108298"
"31",0,274.332433216089,1,1,0,"DMSO_1","ENSG00000177954"
"32",0,255.394300089156,1,1,0,"DMSO_1","ENSG00000118181"
"33",0,251.116814716671,1,1,0,"DMSO_1","ENSG00000197756"
"34",0,250.615574569296,1,1,0,"DMSO_1","ENSG00000198242"
"35",0,246.285248294767,1,1,0,"DMSO_1","ENSG00000149273"
"36",0,245.32150923716,1,1,0,"DMSO_1","ENSG00000110700"
"37",0,239.524658147693,1,1,0,"DMSO_1","ENSG00000197958"
"38",4.75763760728102e-146,238.223366319096,0.301,0.051,8.77403527534765e-142,"DMSO_1","ENSG00000163993"
"39",0,235.169912856786,1,1,0,"DMSO_1","ENSG00000161970"
"40",0,233.754057044336,1,1,0,"DMSO_1","ENSG00000145592"
"41",0,232.763123857096,1,1,0,"DMSO_1","ENSG00000174748"
"42",0,230.868309862951,1,1,0,"DMSO_1","ENSG00000198918"
"43",0,225.09818993351,1,1,0,"DMSO_1","ENSG00000161016"
"44",0,223.478496556992,1,1,0,"DMSO_1","ENSG00000136942"
"45",0,217.884250093758,1,1,0,"DMSO_1","ENSG00000162244"
"46",0,217.884229103381,1,1,0,"DMSO_1","ENSG00000163682"
"47",0,212.113452200771,1,1,0,"DMSO_1","ENSG00000145425"
"48",0,210.10582046288,1,1,0,"DMSO_1","ENSG00000173812"
"49",0,208.933237303128,1,1,0,"DMSO_1","ENSG00000131469"
"50",0,208.602227444126,1,1,0,"DMSO_1","ENSG00000156482"
"51",0,207.784883197533,1,1,0,"DMSO_1","ENSG00000182899"
"52",0,207.333425988703,1,1,0,"DMSO_1","ENSG00000198763"
"53",1.77474060638614e-196,206.365116632649,0.992,0.96,3.27297662629731e-192,"DMSO_1","ENSG00000102144"
"54",0,196.243806750989,1,1,0,"DMSO_1","ENSG00000112306"
"55",0,193.358016061188,1,0.998,0,"DMSO_1","ENSG00000187109"
"56",0,187.76105344775,1,1,0,"DMSO_1","ENSG00000147604"
"57",0,187.587636668007,1,1,0,"DMSO_1","ENSG00000198888"
"58",0,187.587636505655,1,1,0,"DMSO_1","ENSG00000167526"
"59",0,186.144943507508,1,1,0,"DMSO_1","ENSG00000168028"
"60",0,185.961823215059,1,1,0,"DMSO_1","ENSG00000213741"
"61",0,183.18820414232,1,1,0,"DMSO_1","ENSG00000142534"
"62",1.66699635473846e-86,180.281329677794,0.71,0.526,3.07427467740866e-82,"DMSO_1","ENSG00000123975"
"63",0,177.509371560478,1,1,0,"DMSO_1","ENSG00000166441"
"64",0,176.049540625342,1,1,0,"DMSO_1","ENSG00000125691"
"65",0,171.333543186844,1,1,0,"DMSO_1","ENSG00000089009"
"66",0,168.223868740878,0.761,0,0,"DMSO_1","ENSG00000198300"
"67",2.80834899667007e-174,167.386325409684,0.999,0.999,5.17915721965894e-170,"DMSO_1","ENSG00000164032"
"68",1.16088128773466e-222,165.945673812605,0.988,0.936,2.14089727084026e-218,"DMSO_1","ENSG00000134333"
"69",0,164.895391064268,0.88,0.001,0,"DMSO_1","ENSG00000167751"
"70",0,162.606351362441,1,1,0,"DMSO_1","ENSG00000122406"
"71",0,161.619125769654,1,1,0,"DMSO_1","ENSG00000105372"
"72",0,152.952543822792,1,1,0,"DMSO_1","ENSG00000149806"
"73",0,151.599587406859,1,1,0,"DMSO_1","ENSG00000089157"
"74",0,147.254035276152,1,1,0,"DMSO_1","ENSG00000171858"
"75",5.02546781087923e-174,145.547381281878,0.804,0.51,9.26796773682348e-170,"DMSO_1","ENSG00000144485"
"76",0,144.930326474821,0.99,0.483,0,"DMSO_1","ENSG00000133639"
"77",0,141.873336117938,1,1,0,"DMSO_1","ENSG00000204628"
"78",1.25422022656321e-318,139.891286639493,0.564,0.099,2.31303294182788e-314,"DMSO_1","ENSG00000100292"
"79",0,139.00713587498,1,1,0,"DMSO_1","ENSG00000083845"
"80",0,138.342775138581,1,1,0,"DMSO_1","ENSG00000196531"
"81",0,137.272914518003,1,1,0,"DMSO_1","ENSG00000100316"
"82",0,137.093826971634,1,1,0,"DMSO_1","ENSG00000130255"
"83",0,135.657482470858,1,1,0,"DMSO_1","ENSG00000198755"
"84",0,131.322529911006,1,1,0,"DMSO_1","ENSG00000143947"
"85",1.14050724602796e-154,131.317028870493,0.981,0.976,2.10332346312476e-150,"DMSO_1","ENSG00000115758"
"86",0,131.309301596804,1,1,0,"DMSO_1","ENSG00000170889"
"87",0,131.075790376042,1,1,0,"DMSO_1","ENSG00000184009"
"88",1.63886793078998e-55,130.568792163257,0.405,0.391,3.02240023796288e-51,"DMSO_1","ENSG00000117724"
"89",0,125.735318153532,1,1,0,"DMSO_1","ENSG00000063177"
"90",2.45884115421813e-198,124.107118911583,0.996,0.993,4.53459485660908e-194,"DMSO_1","ENSG00000074800"
"91",0,122.66635966847,1,1,0,"DMSO_1","ENSG00000171863"
"92",5.78726809881106e-86,122.525086423571,0.999,1,1.06728798278274e-81,"DMSO_1","ENSG00000096384"
"93",6.74286625321926e-83,120.692664104503,0.932,0.9,1.2435193944187e-78,"DMSO_1","ENSG00000108106"
"94",0,118.907257448973,0.991,0.809,0,"DMSO_1","ENSG00000265972"
"95",0,118.341911544941,1,1,0,"DMSO_1","ENSG00000188846"
"96",0,116.895098887845,1,1,0,"DMSO_1","ENSG00000114391"
"97",1.07786707379749e-292,115.393253133455,0.992,0.912,1.98780245749733e-288,"DMSO_1","ENSG00000176171"
"98",0,115.338542903621,1,1,0,"DMSO_1","ENSG00000140264"
"99",0.00179613513826652,114.009694925641,1,0.999,1,"DMSO_1","ENSG00000166165"
"100",0,112.35299929701,0.999,0.926,0,"DMSO_1","ENSG00000051620"
"101",0,110.543053260693,1,1,0,"DMSO_1","ENSG00000181163"
"102",0,110.153369595131,1,1,0,"DMSO_1","ENSG00000134419"
"103",0,108.874325331837,1,1,0,"DMSO_1","ENSG00000127184"
"104",0,108.438508676648,1,1,0,"DMSO_1","ENSG00000108107"
"105",1.27688162717178e-25,108.056196710537,0.607,0.598,2.3548250968302e-21,"DMSO_1","ENSG00000131711"
"106",0,105.383894386921,1,1,0,"DMSO_1","ENSG00000187514"
"107",0,105.353841003449,1,1,0,"DMSO_1","ENSG00000142676"
"108",0,103.890091362212,1,0.699,0,"DMSO_1","ENSG00000196586"
"109",0,103.855674148912,1,0.988,0,"DMSO_1","ENSG00000069275"
"110",1.23284691689704e-19,98.1390298106796,0.915,0.972,2.27361628414152e-15,"DMSO_1","ENSG00000123416"
"111",0,96.7679456608685,1,1,0,"DMSO_1","ENSG00000198840"
"112",0,96.6983995287282,1,1,0,"DMSO_1","ENSG00000198034"
"113",0,95.6501562098045,1,1,0,"DMSO_1","ENSG00000172809"
"114",0,95.2833615125794,1,1,0,"DMSO_1","ENSG00000221983"
"115",0,95.2564689155132,1,1,0,"DMSO_1","ENSG00000122026"
"116",6.10506803409842e-27,93.7823162412606,0.91,0.95,1.12589664684843e-22,"DMSO_1","ENSG00000181019"
"117",5.43322266432822e-10,92.3690974575179,0.952,0.983,1.00199492375541e-05,"DMSO_1","ENSG00000143153"
"118",0,92.3290820964895,0.982,0.872,0,"DMSO_1","ENSG00000168209"
"119",2.80848089813662e-53,92.2567112299742,0.866,0.836,5.17940047234355e-49,"DMSO_1","ENSG00000188229"
"120",0,91.388250770001,0.999,0.908,0,"DMSO_1","ENSG00000143158"
"121",0,90.9271284375086,1,1,0,"DMSO_1","ENSG00000167658"
"122",0,89.4156354460656,0.999,0.98,0,"DMSO_1","ENSG00000159182"
"123",0,86.2093810728958,1,1,0,"DMSO_1","ENSG00000174444"
"124",0,85.4353752856732,1,1,0,"DMSO_1","ENSG00000065978"
"125",0,84.8932978532046,0.94,0.496,0,"DMSO_1","ENSG00000187837"
"126",1.41306243229389e-144,83.9938662488049,0.262,0.036,2.60596973763639e-140,"DMSO_1","ENSG00000125144"
"127",0,83.6433259555318,1,1,0,"DMSO_1","ENSG00000118816"
"128",0,82.246363194054,0.999,0.999,0,"DMSO_1","ENSG00000089220"
"129",0,81.8447884746214,1,1,0,"DMSO_1","ENSG00000163584"
"130",0,81.8248639354736,0.995,0.575,0,"DMSO_1","ENSG00000167747"
"131",0,80.8282034796628,0.999,0.96,0,"DMSO_1","ENSG00000177410"
"132",0,79.3582616687765,1,1,0,"DMSO_1","ENSG00000008988"
"133",0,77.9546890194782,1,1,0,"DMSO_1","ENSG00000173660"
"134",0,76.4247959025385,0.999,1,0,"DMSO_1","ENSG00000116251"
"135",8.37950580538893e-115,76.1430582775381,0.999,0.999,1.54534846062983e-110,"DMSO_1","ENSG00000111669"
"136",1.47934646815301e-38,76.121448551208,0.402,0.362,2.72821075656779e-34,"DMSO_1","ENSG00000134057"
"137",0,75.5528664386987,0.996,0.919,0,"DMSO_1","ENSG00000176046"
"138",1.24113936351435e-197,75.4040074598615,0.926,0.761,2.28890921419317e-193,"DMSO_1","ENSG00000105220"
"139",0,74.8076368930818,1,1,0,"DMSO_1","ENSG00000145741"
"140",0,73.6147373859503,0.999,0.999,0,"DMSO_1","ENSG00000075624"
"141",2.33292136601884e-40,73.561517680806,0.993,0.991,4.30237358321195e-36,"DMSO_1","ENSG00000155368"
"142",0,73.1567927626117,1,1,0,"DMSO_1","ENSG00000104904"
"143",0,73.0065761961293,0.978,0,0,"DMSO_1","ENSG00000246705"
"144",0,71.7912277977082,0.999,0.993,0,"DMSO_1","ENSG00000163931"
"145",0,71.7221648716379,1,1,0,"DMSO_1","ENSG00000197728"
"146",0,70.6212462554855,1,0.921,0,"DMSO_1","ENSG00000138814"
"147",7.62340471237822e-40,69.7105891749365,0.974,0.99,1.40590829705679e-35,"DMSO_1","ENSG00000088986"
"148",0,69.2864873383023,0.996,0.473,0,"DMSO_1","ENSG00000130066"
"149",4.86682546148067e-52,69.1682815007181,0.511,0.373,8.97539951606265e-48,"DMSO_1","ENSG00000184260"
"150",0,67.8170776357594,1,1,0,"DMSO_1","ENSG00000169567"
"151",1.360708157286e-36,67.2497371178881,0.968,0.981,2.50941798366684e-32,"DMSO_1","ENSG00000196230"
"152",0,66.9341631987421,0.991,0.818,0,"DMSO_1","ENSG00000198431"
"153",0,66.1368052817384,0.975,0.293,0,"DMSO_1","ENSG00000143753"
"154",0,65.1371270353332,0.96,0.471,0,"DMSO_1","ENSG00000159674"
"155",1.26039338759228e-154,64.9585339348339,0.99,0.916,2.32441748539769e-150,"DMSO_1","ENSG00000106211"
"156",0,64.770204595855,1,0.991,0,"DMSO_1","ENSG00000178741"
"157",3.11252781097073e-184,64.6974520241913,0.816,0.52,5.74012378899221e-180,"DMSO_1","ENSG00000099194"
"158",2.11357641302878e-221,64.6216863382223,0.98,0.916,3.89785762090768e-217,"DMSO_1","ENSG00000130522"
"159",0,64.3797267558925,1,0.989,0,"DMSO_1","ENSG00000250479"
"160",0,64.3409014630947,0.999,0.998,0,"DMSO_1","ENSG00000005022"
"161",0,63.5585537148966,1,0.998,0,"DMSO_1","ENSG00000132475"
"162",1.07842307187248e-33,63.35925261918,0.905,0.88,1.98882782914723e-29,"DMSO_1","ENSG00000167553"
"163",0,63.2528068198089,0.999,1,0,"DMSO_1","ENSG00000140319"
"164",0,62.5183247515052,0.991,0.927,0,"DMSO_1","ENSG00000114023"
"165",0,62.0718508746647,1,1,0,"DMSO_1","ENSG00000106153"
"166",0,61.4307082125244,0.999,1,0,"DMSO_1","ENSG00000071082"
"167",0,60.2430643625445,0.944,0.676,0,"DMSO_1","ENSG00000166562"
"168",1.5800262348552e-152,60.2209846783613,0.974,0.911,2.91388438231997e-148,"DMSO_1","ENSG00000143933"
"169",0,60.1324617280366,1,1,0,"DMSO_1","ENSG00000198786"
"170",0,59.5597032314269,0.998,0.971,0,"DMSO_1","ENSG00000166794"
"171",0,59.2125625876714,1,1,0,"DMSO_1","ENSG00000124172"
"172",0,58.5782799217651,0.999,1,0,"DMSO_1","ENSG00000189043"
"173",0,56.6321142539098,0.997,0.868,0,"DMSO_1","ENSG00000064042"
"174",9.0483015577428e-47,56.5419492243148,0.271,0.3,1.66868777327893e-42,"DMSO_1","ENSG00000072571"
"175",0,56.327540756042,0.998,0.844,0,"DMSO_1","ENSG00000006625"
"176",1.59668342184006e-56,56.1446606954837,0.64,0.521,2.94460356655744e-52,"DMSO_1","ENSG00000164611"
"177",0,55.8141381102802,1,1,0,"DMSO_1","ENSG00000196683"
"178",4.89718077250872e-287,55.6921440838641,0.994,0.977,9.03138078066058e-283,"DMSO_1","ENSG00000122566"
"179",0,55.5714862925714,0.778,0.275,0,"DMSO_1","ENSG00000189060"
"180",0,55.3187075108211,1,1,0,"DMSO_1","ENSG00000163041"
"181",0,55.2874788259212,0.984,0.395,0,"DMSO_1","ENSG00000154654"
"182",0,55.2293076696096,0.998,0.983,0,"DMSO_1","ENSG00000159335"
"183",0,54.9502526082336,0.994,0.9,0,"DMSO_1","ENSG00000123505"
"184",3.0017188172517e-311,54.8596838796105,0.994,0.993,5.53576984277559e-307,"DMSO_1","ENSG00000269028"
"185",4.417174664206e-23,54.7849563291504,0.29,0.263,8.1461535157287e-19,"DMSO_1","ENSG00000175063"
"186",0,54.7779756553941,1,1,0,"DMSO_1","ENSG00000131143"
"187",0,54.6401285648524,0.999,0.972,0,"DMSO_1","ENSG00000182154"
"188",0,54.418683499004,0.999,0.997,0,"DMSO_1","ENSG00000269893"
"189",8.07216270342772e-72,53.7760005850385,0.531,0.403,1.48866824576614e-67,"DMSO_1","ENSG00000164104"
"190",8.01800376838123e-294,53.6287743292588,0.787,0.425,1.47868025496487e-289,"DMSO_1","ENSG00000196549"
"191",0,53.4693740611056,0.96,0.766,0,"DMSO_1","ENSG00000184897"
"192",0,53.4558921250714,0.999,0.904,0,"DMSO_1","ENSG00000145734"
"193",0.00303543544947079,53.2247725394565,0.998,1,1,"DMSO_1","ENSG00000109971"
"194",2.35544134359803e-268,52.9879831855186,0.998,0.994,4.34390492586349e-264,"DMSO_1","ENSG00000189403"
"195",3.00138908449238e-244,52.5280185802851,0.966,0.917,5.53516174962084e-240,"DMSO_1","ENSG00000085719"
"196",0,51.9277593824661,0.996,0.994,0,"DMSO_1","ENSG00000150991"
"197",0,50.2496751009996,0.998,0.996,0,"DMSO_1","ENSG00000173457"
"198",0,49.9110540864742,0.998,0.999,0,"DMSO_1","ENSG00000164919"
"199",6.75230874974645e-58,49.5314876592889,0.993,0.996,1.24526077962824e-53,"DMSO_1","ENSG00000189159"
"200",0,49.0692356859437,1,0.992,0,"DMSO_1","ENSG00000173726"
"201",0,48.8468177080649,0.959,0.773,0,"DMSO_1","ENSG00000100612"
"202",0,47.837387752318,1,1,0,"DMSO_1","ENSG00000070756"
"203",0,47.2196061894657,0.889,0.001,0,"DMSO_1","ENSG00000144366"
"204",0,46.0489824810904,0.998,0.989,0,"DMSO_1","ENSG00000164713"
"205",0,45.7844928327723,0.998,0.991,0,"DMSO_1","ENSG00000135940"
"206",2.13644244866789e-60,45.6232514540709,0.696,0.618,3.94002716383332e-56,"DMSO_1","ENSG00000170540"
"207",0,45.5648251886253,0.98,0.812,0,"DMSO_1","ENSG00000164096"
"208",0,44.9757858965195,0.77,0.204,0,"DMSO_1","ENSG00000102900"
"209",0,44.8078661270844,0.991,0.922,0,"DMSO_1","ENSG00000086205"
"210",0,44.7853373798163,0.999,1,0,"DMSO_1","ENSG00000156467"
"211",0,44.2070066826063,0.999,0.992,0,"DMSO_1","ENSG00000167283"
"212",1.40816619672444e-298,43.8236939589771,1,1,2.59694009999921e-294,"DMSO_1","ENSG00000087086"
"213",4.16708490138814e-282,43.3181044386249,0.999,1,7.68493797514001e-278,"DMSO_1","ENSG00000168653"
"214",0,43.2063877170645,0.999,0.997,0,"DMSO_1","ENSG00000173915"
"215",0,43.2048609686632,1,1,0,"DMSO_1","ENSG00000165502"
"216",0,42.5274438251432,0.997,0.938,0,"DMSO_1","ENSG00000147677"
"217",4.50593232521087e-23,42.4623955900446,0.454,0.434,8.30984039415389e-19,"DMSO_1","ENSG00000182481"
"218",0,42.4285860693074,1,0.999,0,"DMSO_1","ENSG00000104529"
"219",6.45103556202486e-52,41.6636126949777,0.273,0.272,1.18969997834862e-47,"DMSO_1","ENSG00000131747"
"220",2.15765799710087e-32,41.6269324235818,0.422,0.326,3.97915287825343e-28,"DMSO_1","ENSG00000124762"
"221",1.5775007843318e-72,41.6095477425046,0.269,0.218,2.90922694646471e-68,"DMSO_1","ENSG00000138778"
"222",7.57691140543139e-75,41.5500913462845,0.405,0.394,1.39733400138966e-70,"DMSO_1","ENSG00000100526"
"223",0,41.5447723881179,0.995,0.907,0,"DMSO_1","ENSG00000090013"
"224",7.42587199069144e-173,41.2775046474304,0.986,0.958,1.36947931252332e-168,"DMSO_1","ENSG00000067225"
"225",0,41.2687507951201,0.999,0.999,0,"DMSO_1","ENSG00000135390"
"226",1.37485030379319e-100,41.1929111863891,0.661,0.477,2.53549893025539e-96,"DMSO_1","ENSG00000166803"
"227",0,40.4134514152424,0.999,0.984,0,"DMSO_1","ENSG00000184076"
"228",0,40.4052888940323,0.928,0.171,0,"DMSO_1","ENSG00000167034"
"229",6.61757992781071e-83,40.4022963948774,0.491,0.31,1.22041409028685e-78,"DMSO_1","ENSG00000188486"
"230",5.93168165339666e-234,40.3577193441785,0.996,0.994,1.09392073051941e-229,"DMSO_1","ENSG00000166598"
"231",7.1994457135664e-271,39.8679671347129,0.986,0.939,1.32772177849591e-266,"DMSO_1","ENSG00000187735"
"232",1.67165859588586e-163,39.758206616778,0.863,0.722,3.08287278253271e-159,"DMSO_1","ENSG00000070081"
"233",0,39.7415183594236,0.999,0.916,0,"DMSO_1","ENSG00000156976"
"234",0,39.7314322429609,0.999,0.988,0,"DMSO_1","ENSG00000107223"
"235",3.60882267711018e-90,39.3970473442965,0.676,0.464,6.6553907811266e-86,"DMSO_1","ENSG00000135679"
"236",0,39.3593850576703,0.997,0.984,0,"DMSO_1","ENSG00000126432"
"237",0,39.2273578912058,0.997,0.977,0,"DMSO_1","ENSG00000178127"
"238",0,38.9863241377177,0.994,0.958,0,"DMSO_1","ENSG00000163191"
"239",0,38.9518583319858,0.996,0.965,0,"DMSO_1","ENSG00000151366"
"240",0,38.8067567167522,0.999,0.999,0,"DMSO_1","ENSG00000116288"
"241",0,38.7775105622646,1,1,0,"DMSO_1","ENSG00000075415"
"242",1.92052960969847e-222,38.344971295312,0.998,0.995,3.54184070620592e-218,"DMSO_1","ENSG00000115053"
"243",0,38.0879604189596,1,1,0,"DMSO_1","ENSG00000114942"
"244",0,37.7168003574325,0.998,0.993,0,"DMSO_1","ENSG00000180879"
"245",0,37.5571072503854,1,1,0,"DMSO_1","ENSG00000169100"
"246",0,36.9710048033497,0.985,0.849,0,"DMSO_1","ENSG00000163938"
"247",0,36.7965056114885,0.997,0.93,0,"DMSO_1","ENSG00000126777"
"248",1.13065937873135e-264,36.7643463880739,0.999,0.999,2.08516202625635e-260,"DMSO_1","ENSG00000132341"
"249",0,36.7224418858315,0.993,0.965,0,"DMSO_1","ENSG00000169738"
"250",6.39994904745529e-10,36.6291942715245,0.862,0.895,1.1802786033317e-05,"DMSO_1","ENSG00000186063"
"251",0,36.5485020804327,0.999,0.971,0,"DMSO_1","ENSG00000106803"
"252",0,36.5455516236546,0.999,0.98,0,"DMSO_1","ENSG00000134825"
"253",0,36.3216813262666,0.996,0.971,0,"DMSO_1","ENSG00000099341"
"254",0,36.0851900675384,0.999,0.997,0,"DMSO_1","ENSG00000188612"
"255",0,36.0844913996615,0.999,0.953,0,"DMSO_1","ENSG00000175390"
"256",0,36.0169454859204,0.998,0.991,0,"DMSO_1","ENSG00000156411"
"257",0,35.9217594152699,1,0.996,0,"DMSO_1","ENSG00000136810"
"258",0,35.9185655915992,1,0.984,0,"DMSO_1","ENSG00000125977"
"259",0,35.8953692783367,0.997,0.998,0,"DMSO_1","ENSG00000129824"
"260",0,35.890264241687,0.999,0.996,0,"DMSO_1","ENSG00000103363"
"261",0,35.784528067958,1,0.979,0,"DMSO_1","ENSG00000166347"
"262",0,35.7293573447757,0.786,0.286,0,"DMSO_1","ENSG00000171451"
"263",0,35.600709207373,1,0.992,0,"DMSO_1","ENSG00000176340"
"264",4.32686798587159e-83,35.424707356938,0.332,0.272,7.97960993954439e-79,"DMSO_1","ENSG00000137804"
"265",7.63843846553871e-242,35.2627549509583,0.414,0.06,1.40868082181465e-237,"DMSO_1","ENSG00000154734"
"266",0,35.0766466241294,0.988,0.192,0,"DMSO_1","ENSG00000140526"
"267",0,35.0322664533226,0.99,0.539,0,"DMSO_1","ENSG00000157214"
"268",3.12973569775569e-182,34.7217217789155,0.999,1,5.77185857380104e-178,"DMSO_1","ENSG00000196262"
"269",0,34.7069521096541,1,0.999,0,"DMSO_1","ENSG00000087460"
"270",1.67647197587877e-195,34.652073288061,0.996,0.997,3.09174961791563e-191,"DMSO_1","ENSG00000111057"
"271",0,34.5727575231385,0.995,0.915,0,"DMSO_1","ENSG00000137288"
"272",0,34.3140829806135,0.999,0.997,0,"DMSO_1","ENSG00000113558"
"273",0,34.2278621274671,0.847,0.026,0,"DMSO_1","ENSG00000106772"
"274",5.39201481281033e-135,34.205147208018,0.69,0.462,9.94395371778481e-131,"DMSO_1","ENSG00000173207"
"275",0,33.9826381576325,0.999,0.973,0,"DMSO_1","ENSG00000092199"
"276",0,33.9658664228468,0.998,0.992,0,"DMSO_1","ENSG00000117592"
"277",1.81568345764886e-69,33.9420763005732,0.461,0.282,3.34848343259602e-65,"DMSO_1","ENSG00000156802"
"278",0,32.9009130431168,0.989,0.917,0,"DMSO_1","ENSG00000167088"
"279",0,32.8358497361518,0.994,0.945,0,"DMSO_1","ENSG00000122705"
"280",4.55967000170537e-272,32.513923192012,0.988,0.976,8.40894341714504e-268,"DMSO_1","ENSG00000092621"
"281",1.44673970486863e-159,32.4710259622596,0.996,0.989,2.66807736371872e-155,"DMSO_1","ENSG00000008394"
"282",0,32.4268432801959,0.99,0.85,0,"DMSO_1","ENSG00000110092"
"283",0,32.3610581861244,0.997,0.932,0,"DMSO_1","ENSG00000244187"
"284",2.25338165961975e-246,32.3418455481085,0.997,0.98,4.15568645667074e-242,"DMSO_1","ENSG00000128524"
"285",0,32.3027036047135,1,0.993,0,"DMSO_1","ENSG00000127540"
"286",0,32.2885003205447,0.999,0.988,0,"DMSO_1","ENSG00000180817"
"287",0,32.2213655535709,0.999,0.986,0,"DMSO_1","ENSG00000104979"
"288",0,31.9688462575008,0.996,0.972,0,"DMSO_1","ENSG00000141552"
"289",0,31.8677671368232,0.998,0.946,0,"DMSO_1","ENSG00000167642"
"290",6.61307732294136e-230,31.8508201942229,0.999,0.997,1.21958371989685e-225,"DMSO_1","ENSG00000108561"
"291",0,31.7770319371574,0.999,0.999,0,"DMSO_1","ENSG00000123349"
"292",0,31.7514067109257,0.997,0.939,0,"DMSO_1","ENSG00000120742"
"293",0,31.7164913403468,0.987,0.887,0,"DMSO_1","ENSG00000125826"
"294",0,31.6672185565329,0.99,0.491,0,"DMSO_1","ENSG00000135373"
"295",0,31.6200504839125,0.996,0.966,0,"DMSO_1","ENSG00000132432"
"296",0,31.5661923725043,0.998,0.98,0,"DMSO_1","ENSG00000099977"
"297",0,31.5181249874508,0.944,0.733,0,"DMSO_1","ENSG00000135069"
"298",0,31.4568814724295,0.8,0.265,0,"DMSO_1","ENSG00000166342"
"299",0,31.3964171366356,0.88,0.527,0,"DMSO_1","ENSG00000023909"
"300",0,31.2429353696886,0.884,0.004,0,"DMSO_1","ENSG00000167749"
"301",0,31.1453272286921,0.993,0.864,0,"DMSO_1","ENSG00000187840"
"302",0,31.0354826084249,0.998,0.989,0,"DMSO_1","ENSG00000104823"
"303",0,30.9279700479728,0.802,0.09,0,"DMSO_1","ENSG00000184012"
"304",1.88786215055027e-280,30.7468497320069,0.982,0.918,3.4815953780448e-276,"DMSO_1","ENSG00000105968"
"305",0,30.737660264806,0.999,0.99,0,"DMSO_1","ENSG00000119335"
"306",0,30.6158623025536,0.902,0.301,0,"DMSO_1","ENSG00000189221"
"307",1.81943136388518e-230,30.5608681049138,0.998,0.989,3.35539532127705e-226,"DMSO_1","ENSG00000111639"
"308",0,30.5346838083331,0.99,0.66,0,"DMSO_1","ENSG00000171612"
"309",3.54094446615484e-59,30.5279791790003,0.508,0.37,6.53020978448276e-55,"DMSO_1","ENSG00000176890"
"310",0,30.4926615665077,0.999,0.996,0,"DMSO_1","ENSG00000255302"
"311",3.53855296350975e-05,30.3997644682804,0.948,0.916,0.652579937530468,"DMSO_1","ENSG00000124766"
"312",0,30.2887973955318,0.999,0.969,0,"DMSO_1","ENSG00000063046"
"313",4.84322547587783e-206,30.2504069948234,0.996,0.998,8.93187642261389e-202,"DMSO_1","ENSG00000115541"
"314",0,30.2061554718117,0.955,0.568,0,"DMSO_1","ENSG00000185129"
"315",0,30.0443570851741,0.996,0.998,0,"DMSO_1","ENSG00000111775"
"316",0,29.9297436383372,0.996,0.993,0,"DMSO_1","ENSG00000131174"
"317",0,29.8468745918349,1,0.986,0,"DMSO_1","ENSG00000104408"
"318",0,29.7546651299557,0.993,0.875,0,"DMSO_1","ENSG00000173418"
"319",0,29.7303739402049,0.997,0.972,0,"DMSO_1","ENSG00000110958"
"320",0,29.6079589030415,0.893,0.364,0,"DMSO_1","ENSG00000151012"
"321",4.14391708261557e-164,29.5896112136491,0.489,0.165,7.64221188375964e-160,"DMSO_1","ENSG00000162772"
